formula,target
C8 H20 Cu2 O24,0
Ba1.8 Cu3 O7.2 Sm1.2,1
Bi1 Cu1 Pd1 Se3,0
Ag1 Si1 Y1,0
C1 H7 F5 N4 Zr1,0
Ba2 Cu2.907 O6.33 Pr1,1
Ce0.1 La2 O7 Zr1.9,1
C15 Re5 Y12,0
B37.8 Si2.6 Y1,1
O6 Rb1 Sb1 W1,1
Al1.5 Fe11.5 Nd6 Sb0.5,1
Cs1 F6 Ni1 V1,1
Bi2.5 Ge1.5 Te5,1
Al1.914 Fe0.082 Mg0.99 O4,1
H1 Co1 O2,0
As3 In2 K2,0
Sb1 Sr2,0
Ba0.2 Co1 O2.18 Sr0.8,1
H7 Na1 Nb2 O9,0
C1 Ce2 Fe17,1
Ba11 O66.5 Ti28,1
Cu0.1 O2 Sb0.2 Ti0.7,1
Cd1 Cl2 Cu2 O6 Se2,0
Se2 Th1,0
Co2.37 Dy6 Pb0.53,1
Co1 Dy1 Ni1,1
H0.23 Ba1 Ce1 N0.57 O1.8,1
La0.384 Mn1.074 Nd0.384 O3 Sr0.128,1
Fe2 Rb0.267 Se2 Tl0.267,1
Cd0.0137 Zn0.9863,1
Co0.4 Fe2.6 O4,1
B4 O9 Sn3,0
Ni1 P1 W1,0
Ba1 Bi1 O14 P4 Rb3,0
H4.64 Cl0.5 Ni1.33 O5.63 P1.5,1
H34 Cu3 K2 N2 Nb6 O33,1
F1 Mn1 Na1 O4 S1,1
B2 Tb1,0
Al1 F6 Na1 Sr1,0
C2 Si2 Tb3,1
Fe28 O46 Sr2 Zn2,1
Ba1 Dy0.2 O3 Zr0.8,1
Fe4 Ho5,0
Al0.22 Fe1.77 Mg1.01 O4,1
Er1 Pb3,0
Ag7.5 Al9.5 La1.5,1
Cs2 O7 S2,1
As4 S2.43 Se1.57,1
Al1 Fe2 Ti1,0
Ca1 O8 Te3,0
Ce1 Co4.2 Si0.8,1
Bi2 O4 Sr1,0
Ni3.08 Sn4,1
Ba4 K1 O1 Sb3,0
As4 S2.35 Se1.65,1
H8 Al1 Ca2 Cl1 F2 O12 S2,0
C8 F12 Fe1 O8 Sb2 Se2 W1,0
Cu8 S6 Si1,1
Al18 Mg3 Mo2,0
Cu3 Ge2.28 Na2 O12 Si1.72,1
Al2.5 Cu0.5 S4,1
Cu1 Pd1 Rb1 Se5,0
H7.188 K0.203 N1.797 O4 S1,1
K1.75 O12 P3 Ti2,1
As1 Co1 Ni1,0
C2 Ca1 O6 Sr1,0
Na2 O8 P1 W1 Y1,0
C1 Al1 Nd3,0
C1 H2 Cl16 O5 Se4 Ti2,0
Ca0.983 Mg0.826 Ni0.191 O6 Si2,1
Na3 O3 P1 S1,0
Ho2 Ni2 Sn1,0
Nd0.66 O3 Ti1,1
Ag8 S6 Ti1,0
Ba0.8 La1 O6 Sb1 Sr0.2 Zn1,1
Au2 Bi5.29 Pb15.94 S45 Sb14.78,1
Bi1 In0.9 O3 Ti0.05 Zn0.05,1
H8 Co1 O12 P2 Zn2,0
Al1 Mn3 O12 Sm1 Ti3,1
C2 H18 B3 S1 Y1,0
C2 H8 Br1 N1 O1 S1,0
B10 Ba2 O17,0
Br6 Mo6 S3,0
Br5 Co1 Rb3,0
Al1.808 Cr0.057 Mg1.135 O4,1
C19 B14 La15,0
Au3 In1,0
Cu18.32 Fe15.9 S32,1
Al2 Co1 Y1,0
Bi0.85 Ho0.105 O1.545 V0.045,1
Ce0.35 O2 U0.65,1
Er4 Mg1 S7,1
B4 Lu1 Rh4,0
Ba0.2 Cu1 F0.38 Gd0.8 La1 O4,1
Nb2.75 S2 Ta4.25,1
H3.45 Er1 Fe2,0
O8 U3,0
Ag2 I4 Mo1 O14,0
Br10 Ru1 Tb6,0
Cs8 Ge136 Na8.35 Tl7.65,1
Er1.8 Mn0.2 O3,1
Pd0.806 V0.194,1
Ge1 Mg2 O4,0
Al1 Ni2 Tm2,0
Ca0.33 La0.65 Mn1 O3 Y0.02,1
Ca1 Mg2 N10 O3 P6,1
H6 N2 S1,0
Nb1 Ni1.5 Si0.5,1
Al1.3 Ge0.7 W1,1
Mg24.72 Y4.28,1
Hf2 Ni7,0
C9.4 B6 Ca15 N6.6 O0.96,1
Gd0.5 Y0.5,1
Fe0.664 Mn0.336 O1,1
La8.4 O26 Si6 Sr1,1
Al1 Fe1 O3,0
Ag7 F31 Zr6,0
Ge5.2 La4 Mn3 O22 Si0.8,1
H4 K4 N18 Ni1 O2,0
As1.3 Ba1 Fe2 P0.7,1
Mn2.024 Ni0.65 O4 Zn0.326,1
Cu0.75 K0.9 Li1.8 O6.54 Zr2.25,1
Al10.68 Cr1 Ge1.32,1
Ge1 Pr1 Sc1,0
Bi0.009 Br2.97 Cd0.991 Cs1,1
Au0.3 Cu5.7 La1,1
Ba2 Cu1 O6.03 Tl1.88,1
Fe4.84 Li0.94 Mg0.2 O8,1
Ce0.25 Li0.5 Mo1 O4 Sm0.25,1
Cs2 O9 Si3 Sn1,0
Fe2 P2 S6,0
C6 Yb1,0
Cs18 Hg8 O6,0
C12 Cd3 Fe2 N12,1
Ca10.59 Ce0.41 Sb9.67,1
Cs3 Se22,1
F3 Nb1,0
Bi4 O12 Si0.15 Ti2.85,1
Co1 Nd0.5 O3 Sr0.5,1
Al14 Ca12 Cl2 O32,1
Na2.41 O12 P1.14 Si1.88 Zr2,1
Al2.36 Ge0.64 O4.82,1
Ga5 Pt1 U1,0
Ce5 Ga16.31 Zn1.81,1
Cu8 Sn4 Sr3,0
Cs4 Se4 Si1,0
Ba0.12 Co1 La0.88 O3,1
Fe5 Sm0.55 Zr0.45,1
Ba1 Bi1 Cs3 O14 P4,0
Mg1 Ni4 Pr1,0
H6 K2 O10 P2 U1,0
Ba1 Fe2 O4,0
Fe1 Li1 O4 Ti1,1
Fe1.76 Ge1,1
I4 La1 Sr1,0
Pb2 S5 Sb2,1
La4 O7 Se3 Si2,0
C2 O4 Rb2,0
Al1 Ge1 La1,1
Mn2 O6 Ta1 Y1,1
Hg3 Lu1,0
O11 P4 Zn1,0
H6 Co3 K2 O16 S3,0
Al0.5 B1 Mn1 O4 Y0.5,1
H4 F1 Mn1 N1 O4 S1,1
Se4 Ta1.76 V0.96,1
H1 Al2 B1 Ca2 Fe1 O16 Si4,0
Mn1 O4 Pr1 Sr1,1
Nb18.4 Sc1.6 Si12,1
O50 P4 Rb0.87 W14,1
B2 Ba1.022 Bi1.602 Eu0.382 O7,1
In20 Rh9 Tm10,0
Ca0.49 Cr0.01 Ho0.51 Mn0.99 O3,1
H2 Co1 O5 Se1,0
C1.06 Al4 Fe13 Tb2,1
Al1 Bi2 Br1 Cl4 Se2,0
O2 Th0.9 Zn0.1,1
Fe5 Sn1 U1,0
Cu3 N1 Pd0.989,1
Mg1 Se4 Tm2,0
Co0.75 Nd1 O3 Ti0.25,1
H23.872 Al9.404 Ca1.472 Na6.528 O51.936 Si10.596,1
Cd1 Dy1 Ga1,0
Al1 Ca0.587 Fe0.65 Mg1.35 O12 P3 Sr0.413,1
Co0.95 La1 Mg0.05 O3,1
Ba2 F10 I2 Pb4,0
La1.67 Ni1 O3.8 Sr0.33,1
Nd1 O7 Rb1 Ta2,0
H12 Cl3 Eu1 O6,0
O4 Rh0.9 Ru0.1 Sr2,1
Br10 Ni1 Tb6,0
H8 Al1 F6 N2 Na1,0
Bi2.5 Na0.5 O9 Ta2,1
Bi3.24 La2 O10.14 W0.76,1
Ga1 Li3 N2,0
Al0.35 Cr0.299 Fe2.689 Si0.65,1
Bi0.93 Fe1 O3 Y0.07,1
Co2 F1 O4 P1,1
Al1.911 Ca0.715 Mn0.196 Na0.045 O8 Si2.089,1
Ba0.49 Ca0.51 O24 P6 Zr4,1
Hf0.064 Th0.936,1
Ba1.66 Ca0.9 Cu2 Hg0.7 O7.4 Sr0.44 Tl1.3,1
Ca2 Cu2 Ga1,0
Ba1.88 Ca0.5 Cu3 O6.69 Y0.5,1
Cu1 La1.7 Nd0.3 O4,1
C2 H9 N1 O16 P4 Ti2,0
C2 Tb1 W1,0
Cd1.4 Mo3 Na3.2 O12,1
Al1 N1 Pr3,0
F6 Ga1 Tl1,1
Ge12 Na1.08 O27 Sr2.46,1
Co1 P1 Pr1,0
Si2 Ti1,0
Ba3 O8 P2,1
Co0.0417 Mn0.6667 Na0.6667 Ni0.2916 O2,1
H12 Na4 O24 P6 Rb2,0
Bi4 Ca1 Cl2 O6,1
Ba1 Fe2 O5.091 Sm1,1
Cl9 N1 Si3,1
Ho3 Ir1,0
In0.5 Ni1 Sn0.5,1
Ge1 Mg1 O3,0
Be2 Ga2 La6 S14,0
O1.93 Sc0.12 Y0.02 Zr0.86,1
Al1.14 Fe0.86 Y1,1
Sc1 Zn2,0
Al2.44 Mg0.36 O4,1
Ce1 Fe1.55 Rh0.45,1
Ce0.799 Nd0.1005 O1.8995 Sm0.1005,1
Fe1 Li1 O11 Sr1 Ti4,1
K8 Sn46,0
Na3 P0.48 Sb0.52 Se4,1
C1 F4,0
Fe5 Li3 O8,1
B18 Li7.8 O0.9,1
Cr0.89 Ga1.78 S4,1
Al9 Fe1 Mg3 Si5,0
C1 H6 Br3 N1 Pb1,1
Ca0.263 Fe2.03 Mg0.047 Mn10.66 O24 Sb1 Si2,1
Co3 Gd0.4 Ge3,1
F2.2 Pb0.9 Zr0.1,1
C8 H32 Cl7 Cr1 N4,0
Fe4.79 Li0.8 Mg0.4 O8,1
O4 Si1 Th0.65 U0.35,1
Al15 Os3 Sm2,1
Co1.8 Cu0.2 Se2 Tl1,1
C3 B6 Nb7,0
Gd3 Pd4.96 Sn5,1
C6 H22 Al2 O2 Si2,0
Al4.13 Sn10.57 Sr9,1
C2 H3 Ga1 O5,0
Gd2 In1 O7 Sb1,1
Ni1 Sn1 Zr1,1
Ba1 Co1 Na2 O8 V2,1
H3 B1 Fe14 Tm2,1
Al10 B12 Ba8 O41,0
O3 Pb0.91 Ti0.54 Zr0.46,1
Co5 Nd0.25 Pr0.25 Sm0.25 Y0.25,1
K1 Li1 S2 Zn1,1
Ca1 Ge1 O3,0
Co1 P1 Se1,1
Cu0.046 Mn6.954 O12 Si1,1
Cl7 Ga2 K1,0
Ba5 Co4 O15 Pr2 Sr1,1
H1 Cs1 O3.5 V1,0
Cu0.5 Fe1 Mn1.5 O4,1
Cu1 Ge6 Tb2,0
O8 Sc1 Te2 V1,0
Mn17 Ni7 Pr2,1
 H3.29 Al0.32 B3.06 Fe6.82 K0.26 Mg1.85 Na0.79 O31 Si5.94 V0.01,1
Ca3 In1,0
Cl1 Mn3 Na2 O14 P4 Rb1,0
Co2.37 Zn2.63,1
Fe2.6 O4 Sn0.4,1
C4 Er2 Fe1,0
Ca2 La2 Mn1 O7,1
F1 K1 O6 Te3,0
La0.1 O3.89 Pb0.84 W1,1
La1 Li1 O6 Os1 Sr1,1
Cs1 P2 Se6 Sm1,0
N1 W1.18,1
Se2 Tm1 Yb0.5,1
C1 H5 Br3 N2 Ni1,0
Se5 Sm1 U2,1
Ni1 P1 Ti1,0
Ni1 Sb9 Zr5,0
Ag3 Te2 Tl1,0
Cu1 Ga1 Se4 Sn1,1
Ge2.7 Ni0.3 Tb5,1
Al0.03 Ca0.12 Cr0.03 Fe0.24 Mg1.54 Mn0.02 O6 Si2,1
C27 B1 Sc20,1
S3 Sr1,0
Bi0.8 O1.6 U0.2,1
Cr2 Mn0.4 Ni0.6 O4,1
H12 Al2.32 As3 Ba0.5 Fe1.68 O20,1
Hf1 Pd1,0
Ca8.95 Cd0.67 O28 P7 Pb0.88,1
Cs4 Re6 S13.5,1
Pd0.89 Sn2,1
Ba2 Cu1 Hg1 O4.34,1
H3.54 Bi6 N5.545 O24.635,1
Al0.22 La1 Ni4.77,1
Ga1 Pd1 Tb1,0
H15 Br3 Ir1 N5,0
In1 Ir1 Sm1,0
Co2 K0.4 Se2 Tl0.6,1
Al3 Dy3 Ge2 Ni1,0
Fe1.4 Mn0.6 Tb0.9 Y0.1,1
C0.05 N0.77 Nb0.83 Ti0.17,1
Cs0.202 O2.716 W0.786,1
H9 Cl1 N2 O2 Pt1,0
Gd1 Ge1 Sc0.8 Ti0.2,1
Dy2 S4 Sr1,0
Fe0.6 O4 Ti0.175 Zn1.7 Zr0.525,1
Ca0.95 Fe0.11 Mg0.89 Na0.11 O6 Si2,1
Al2 Ca0.8 Gd0.2,1
Co0.12 Li1.067 Mg0.04 Mn0.133 Ni0.64 O2,1
Ni0.4 Si1.6 Sm1,1
Cd2.523 Mg0.477 O8 P2,1
Mn1 N3 Sr3,0
Cu1 Ho1,0
Cd0.76 Fe2 Na1.99 O12 P3,1
C16 Co4 Hg1 O16 Ru1,0
H36 B12 O12 Zn1,1
Ba1 Dy2 O5 Zn1,0
Co1.25 Fe1.75 O4,1
Mn2 O7 Y2,0
B2.37 Ir1.62 Ru3.38 Ti2.63,1
Pu1 Se2,0
La1.5 Mn5 O13 Sr3.5,1
In2 Li2 S6 Si1,0
Al1 B1 Co2 Fe11 Nd2,1
Ir1 La1 O6 Sr1 Zn1,1
H6 Fe3 K0.19 O14 Pb0.34 S2,1
Ni1 P1,0
As1 Se1 U2,1
Bi2 Pb1 S0.7 Se1.9 Te1.4,1
Ba1 Dy2 S4,0
La16 O17 S17.75 Ti5,1
O7 Se2 Sm2,0
Cl5 O1 S8 Sb1,0
Ca8.1 Eu1 Ge0.2 O28 P6.8 Zn1,1
Lu2 Ni1 Sn6,0
H1 B1 K1 O9 P2 Sc1,0
Ga2 Ge3 U3,1
Au4 Ti1,0
S9 Sb4 Sr3,0
La0.937 Mn1.01 O2.778 Pr0.097,1
Ge0.8 Nd1 Ru1.2,1
C3 Cl3 N3,0
 Al0.685 Cr1.069 Fe0.738 Mg0.464 Mn0.007 Ni0.007 O4 Ti0.019 V0.008 Zn0.003,1
Ba1.4 Ca0.57 Cu2 Hg0.7 O6.94 Sr1.03 Tl1.3,1
Ca0.44 Cu2 Hg0.48 O6.89 Sr2 Tb1.08,1
F9 K1 Th2,0
C6 Au3 Cs2 N6 Na1,0
Ca0.023 Fe0.35 Mg1.63 O6 Si2,1
Ni2 Ti1,1
O1 Zr3,0
Ge3 W5,0
Ba2 Er1 O6 Ru1,0
La2 O6 Ti1 Zn1,1
Bi3 Er5,0
Al3 Er2 Fe14,0
Ba7 Li2 O40 P12 Pb2,0
Ca2 O9 Pb1 Si3,0
Cd1 Ce2 Pt2,0
Mn2 Pu1,0
Li2 Mo3 O8 Sn1,0
Cr1 La0.1 Mo1 O6 Sr1.9,1
Ag0.8473 In0.1527,1
K2 O12 P4 Pb1,0
Mg3 Pd1,0
Fe7 Mn5 Y1,1
Gd1 Te2 Tl1,0
Cu2.8 Mo0.2 O7.24 Sr2 Y1,1
Nb0.33 Os0.67,1
Ba1 O2.88 Ti1,1
As2.124 Cl1 O12 P0.876 Pb5,1
La3.43 Mn1.5 Ni1.07,1
Co1.86 Gd1.14,1
Li0.983 N4 Ta3.017,1
K1 Mg1 P1,0
O5.52 Rb1.1 W1.66,1
Lu1 O6 Ta1 Ti1,1
O7 V2.4 W0.6,1
Ce1 Ga3.125 Pd0.875,1
Co5.4 Fe22.2 Nd1.5 Ti1.4 Y1.5,1
Cl8 I1 P1,0
Al0.08 B1 Fe1.213 Mg1.707 O5,1
Ga6 Mg1 Ni6,0
H4 F2 Mn3 O14 Rb2 S3,0
Ce0.08 Fe4 Sb11.91 Yb0.86,1
Ba1.6 Cu3 O6.35 Sr0.4 Yb1,1
Ba0.97 La0.25 O2.845 Sn0.75,1
Fe1 K1 Ni1 O8 P2,0
Co13 Gd4 P4.5 Si4.5,1
Ce1 Ga1 Ni4,1
C1 Li0.06,1
Mo6 O24 Rb8 Th1,0
C0.47 Ca0.5 Cu2.42 O7.13 Sr2 Y0.5,1
Er2 O4 Sr1,0
Cd0.93 Hg1.07,1
Al1 Cs1 Cu1 F6,1
Cr2 Hg1 O7,0
In1 Sm1,0
Ca1 Co1 Gd1 O4.11,1
Al10.96 Na1.1 O16.86 Pr0.13,1
Cs3 Mo15 Te17,0
Co4 In10 Zn2.066,1
Cd4 Cs10 S17 Sn4,1
As4 Pb9 S15,0
Fe0.286 Li0.857 Mn1.857 O4,1
Bi3 Br1 Se4,0
Ba3 Ce0.007 La2.843 Na1 O20 Si6 Tb0.15,1
C5.58 Ni60 Yb10.96,1
Ag0.918 Sn0.082,1
B3 La1 Ni1 O7,0
Ge3 Ti5,0
C0.98 W1,1
Li4 S4 Sn1,1
Fe0.63 Sb1 Zr1,1
Nb0.166 U0.7776 Zr0.0564,1
H24 Cs1 Mn1 O20 S2,0
H12 B10 Br2,0
Ca0.6 Mg0.86 Mn3.54 O15 Si5,1
Cd1 Zr1,0
Na1 Ni0.5 O2 Ti0.5,1
In0.78 Nd6 S12 Ti1.22,1
B3 Fe0.8 Ru6.2,1
Mn6 Sn6 Zr1,0
C19 H33.5 Gd1 N15 O13.75,1
H2 F5 Fe1 K2 O1,0
La0.4 Mn1 O3 Sr0.6,1
Ce0.8 Gd0.1 Ho0.1 O1.9,1
Co2 In0.15 Sc0.635 Ta0.216,1
S1.12 Ta5 Te0.88,1
Au1 Ce1,0
Ba1.5 Ca0.2 Cu3 La0.5 O7 Y0.8,1
Ga2 V1 Zn4,1
As2 Cd0.964 Ge1 Mn0.13 Zn0.036,1
Ce2 Cs0.77 Cu5.23 Te6,1
Au0.9 Li1.1,1
Ag1 Cd0.7 Mg0.3,1
Co0.5 Mg1 Nd1 Ni3.5,1
Al4.44 Fe1.2 K0.69 Mg0.98 O30 Si10.38,1
Cu1 I5 La1 O15,0
Co1 Ga12 U4,0
O10 Rb2 U2 W1,0
Li0.666 Mg0.999 Nb0.0089244 O1.998 Ti0.31968 Zn0.0043956,1
Fe1 Mo1 N0.822 O5.178 Sr1.95,1
C0.6 Er0.4 N0.4 Th0.6,1
B4 O7 Sn1,0
Ag7.98 S4.16 Se1.85 Sn1,1
C2 H6 Cd1 I2 N2 O2,0
C3 Ni21.325 Pr2.675,1
O4 Pb0.5 Th0.5 V1,1
Bi3 Cl3 O4 Sr1,1
C9 H21 Co2 N15 O3,0
Br2 Li5 N1,0
H4 B1 Fe14 Gd2,1
Ba0.94 O3 Sm0.1 Ti0.94,1
Al1.98 Ca0.938 Eu0.004 N16 Si10.02,1
Ba2 Cu1 Hg0.9 O4.1 Tl0.1,1
B1 P1 S4,1
Cl1 Cu1 Dy1 O6 Te2,0
Br0.4029 Cl0.5971 Na1,1
Cs2 Mo2 O14 P2 Te1,0
Ce1 Pt1 Si2,0
H12 Cl2 Mg1 O12,0
C8 H24 F6 N2 Pt1,0
C8 H26 Au2 Cl2 N4 P2 Se2,0
B2 Eu1 S4,0
Bi0.3 Cu0.025 Sb1.675 Te3,1
Cu3 Ga5 Nd2,1
Bi0.99 Cu1 O1 Pb0.01 Te1,1
Co1 O3 Y0.98,1
Ge1.2 Si0.8 Sr1,1
Al0.34 Ge2 Ho1,1
Cu4 Ga8 Yb1,0
Bi4 O4 S3,1
Cr0.01 O2 Ti0.99,1
Cu1 Ge4 Sm2,1
Ce0.6 Cu2.21 Eu1.4 O8.72 Sr2 Ti0.79,1
H5 N1 O8 P2 Zn2,0
Bi1 F1 O6 Pb1 Se2,0
Mn3 O14 Sb3 Tb2,1
Co0.2 Fe2 Ni0.45 O4 Zn0.35,1
H4 Al0.3 Fe0.18 Mg2.7 O9 Si1.81,1
In1 Na3 O4 Rb2,0
Ba0.26 Si2 Sr0.74,1
Ag0.99 Dy0.01,1
As2 Cd0.964 Ge1 Zn0.036,1
Nd3 Pt7 Sb4,0
As1 Yb1,0
C4 H6 Br0.33 K2 N4 O3 Pt1,1
Ga6 N2 Na8 O28 Si6,1
Ni1 Si3 Tb3,1
Si6 Ta2.88 V7.12,1
Cl6 Cs2 K1 Sm1,0
Pd1 Pr1 Sb1,1
Er4 In1 Rh1,0
Cu1 Ga1 Gd1,1
Ba0.1 Cr0.9 La0.9 O3 Ti0.1,1
Eu2 F6 Nd2 O3,1
Ag0.8 In2.4 Te4,1
Li3 N4 Ni4 Sr3,0
Bi0.51 Na0.49 O3 Ti1,1
Al15 Gd2 Ru3.08,1
N2 Nd1 Th1,1
Ga0.4 In1.6 O6 Te1,1
Cu0.5 Ga1 In1 Mg0.5 O4,1
Co7 Ga16 Ti6,0
C4 Er2 Mn1,0
Co0.73 Ge1 Ni0.97,1
Fe2.75 Mn0.25 O4,1
H3 Al18.05 Fe3.592 Li0.08 Mg0.678 O48 Si7.44,1
Ba1 Ge3,0
Ba0.256 O3 Sr0.744 Ti1,1
Ca0.082 Mg0.061 Mn4.857 O15 Si5,1
Ce1 Pd2 Sn3,0
Dy1 Ge1.2 Si0.8,1
Cl9 P1 V1,0
C8 H20 N6 O18 S2 U2,0
Fe2 Ge1 O7 Sr2,1
La2 Se4 U1,1
Ba1 Co6.01 O19 Ti5.99,1
Co0.85 Fe0.15 La1 O3,1
Al0.74 B0.04 Ni3 Si0.22,1
Cu2 Ge2 Sm1,0
Al8 Mn4 Yb1,0
I14 Mg1 W6,0
H6 Al3 As0.15 Na1 O14 S1.85,1
Al12 Na4 O48 Si12 Tl8,1
H5 Cu1 F1 Gd2 O12 S2,0
H4 Al0.06 Ca3 Mn1.94 O12.08 Si2.02,1
Ge1 Li1 O5 Ta1,1
Ag4 Eu1 Ga1,1
C5 Cs2 Fe1 N6 O1,0
Er1 Ge2 Ni1,0
Co1.2 Ga0.8,1
Ag5 Br0.1 Cl0.9 Te2,1
H2 Al0.23 Ca1.68 Fe0.48 Mg4.59 Na0.1 O24 Si7.92,1
Ba5 In0.94 Mn4 O14.42,1
Ba0.15 K0.85 O3 Ta1,1
H1 Nd1 O5 S1,0
Al0.075 Gd1.925 O7 Th0.075 Zr1.925,1
B1 Ge1 O5 Pr1,0
C1 H1 Zr2,1
Ge6 Ir7 Yb4,0
Ce1 Pt5 Sb1,0
Ba2 Si1,0
Ce1 Cu0.15 Ni0.85,1
Ca4.791 F0.972 O12 P2.751,1
Cu1 S7 Sn1 Tb3,0
Al19 Ni5 U3,0
C2 H22.33 Al1 Dy0.17 Er0.46 F0.67 O22.33 Pb0.057 Y3.31,1
Al2 B2 K0.91 O7 Rb1.09,1
C3 Br2 O1 S2,0
Er1 Ge2 Rh2,0
Ba0.35 Nb2 O6 Sr0.68,1
Cl1 Np1 O10 Rb4 S2,0
B4 Ga3 Nd1 O12,0
Ce5 Mo32 O54,0
O2.12 U1,1
Cr2.67 Se4,1
Dy1 Ni1.75 Si0.25,1
Dy3 Ge1 Mg0.5 S7,1
B12 Np1,0
P1.4 S0.6 Zr1,1
Eu1.564 K0.436 Li2 Nb3 O10,1
H1.25 Al0.25 Ti0.75,1
Nb2 O10 Rb2 Si2,1
Ba1 Co0.001 O3 Ti0.999,1
Ag0.804 Cu1.196 Te1,1
La1 Mn1 O3.26,0
Gd0.538 Ho0.01 O4 Pr0.002 Ta1 Y0.4 Yb0.05,1
Er2 O5 Si1,0
C0.2 H2.92 Al0.4 O3.06 Zn0.6,1
Co2 K2 Na4 O5,1
Na1 S7 Si1 Y3,0
Eu0.5 Ge3 Li1 Sr1.5,1
Ge0.982 O2.722 Zn2,1
Au10 Mo4 Zn89,0
Hf1.2 P0.68 Ti0.8,1
Fe1 K2 O12 P3 Zr1,1
Ca8.34 In1 O28 P7 Pb0.66,1
Dy0.02 Gd0.98 Nb1 O6 Ti1,1
Gd5 Ge0.41 Si3.59,1
Al0.09 Pt0.91,1
Ga3 Ni1 U1,0
Mn2 Pr1 Si2,0
As2 Pd1,0
K3 O8 P2 Pr1,0
As3 I1 O6 Pb2,0
 Al0.287 Ca0.832 Cr0.008 Fe0.188 Mg0.804 Mn0.002 Na0.032 O6 Si1.812 Ti0.035,1
Ba1 Mo2 O11 Se2,0
As6 Ca5 Sn2,0
Cu1 Li3 O5 Sb1,1
Co0.06 La0.8 Mn0.94 Na0.2 O3,1
H16 Al1 N1 O15 S1,0
Mn1 O3 Pr0.55 Sr0.45,1
H16 As1 K1 O12 Sr1,0
F3 Hg1 Rb1,0
Ag2 Ga1 In1 Te4,1
Co1 Cu1.24 S8 Ti3,1
C4 H8 Cl2 N8 Ni1,1
C3 N6 Na2 Sn1,0
Cr0.0014 Fe0.0084 Li0.95 Mn1.94 O3.98,1
Ni1 O4.24 Pr2,1
Co2.41 O6 Te1 Zn0.59,1
Ce2 K3 P3 S12,1
K2 S5,0
Ca4 Ga1 Nb1 O8,0
Ba0.95 Nb1 O3,1
Mg1 S4 Y2,1
B4 Rh4 Tb1,0
Cd2 Ce1,0
C2 Cl9.98 Nd5 Rb0.9,1
Ba2 O18 Te3 V4,0
H24 B12 I1 N3,1
Fe1 Ge0.11 Mn1 P0.63 Si0.26,1
Al11.82 Ca1 O19 Ti0.18,1
Cu1 O6 Ti1 Y2,1
Cr1 O3,0
Li3 Mo3 O12 Ti0.75,1
La0.7 Mn1 O2.9 Sr0.3,1
O3 Pb1 Ti0.7 Zr0.3,1
Ga0.5 In0.5 Li1 Se2,1
Cd0.25 Pb0.75 Se1,1
Pb1 Pd2 Y2,0
Ca8.5 Eu1 Li1 O28 V7,1
Eu0.15 Fe1 Mo1 O6 Sr1.85,1
H1 O4 Rb1 Se1,0
Hf1 Se1 Si1,0
Ni1 U1 Zn1,0
Eu1 O6 Sb1 Ti1,1
Ca4 Ge3 Ni4,0
Ca0.94 Ce3.06 O4 Sb1,1
Ba4 In5.6 Mg0.4 O12.8,1
K0.8 Mg0.4 O4 Ti1.6,1
Ag1 Br3 Rb2,0
O3 Tm1.8 Y0.2,1
K0.5 O5 P1 Rb0.5 Ti1,1
Ba6 Mn2 Na2 O17 Ru2,0
Se8 Tl0.84 V5,1
Co1 Na0.72 O2,1
Li0.301 Ni1.699 O2,1
Fe0.182 Mg1.818 O4 Si1,1
Fe4 Ho1.16 Si9.86,1
Al1 Dy3 Fe1 S7,0
Au2 I1 K6 Na1 O8,0
Ni2 Si2 Th1,0
Co9.8 Sm1 V2.2,1
Ag1 F6 P1,1
Ba2.97 Eu0.03 Lu1 O12 P3,1
Fe10 Mo2 Tb1,1
Li2 Mo2 O11 P2,1
Co2.01 O4 Zn0.99,1
Co0.5 Li1 Ni0.5 O2,1
Ca3.6 O10 Sr0.4 Ti3,1
B15 Cd0.89 K7 Lu2 O30 Pb0.11,1
H3 Al1 B4 Ba1 O10,0
Cu1 O9 Se3 Sr2,0
Al1 F4 Na1,0
Li0.74 Mn2 O4,1
Au5 In1 K3,0
Bi1.67 Cu0.33 Pb0.33 S3,1
Ce0.4 O7 Sc0.4 Sm1.6 Zr1.6,1
Ba2 Br1 Ge1 S4 Sn0.5,1
H22.42 As6 Cu6 O32.21,1
Cd2 Yb1,0
Bi0.15 Ca0.7 Na0.15 O3 Ti1,1
Bi1 Rb3,0
Gd0.78 O6.38 Rb0.42 Sb2,1
S1 Sn1,1
Nb1 Ru1 Sb1,0
B6 Ni21 Sc2,0
K0.15 La0.7 Mn1 O3 Sm0.15,1
La2 Li1 O6 Ru1,0
In2 Mn3 O14 Sb3,1
Pt1 Te1,0
O7 V2 Zn2,0
B2 Ca0.89 O5 Pb1.11,1
C16 H60 Cs2 N4 Nb10 O32,0
O3 Tb2,1
H9 As1 N2 O4,0
C2 Ce0.25 Lu0.75,1
Cu9 La13 O38.5 V4,1
F3 Gd1,0
In1 Li2,0
Au2 Ho7 Te2,0
Mg0.29 Mo1 Ni0.71 O6 Sr2,1
Ce1 Os4 P12,0
Ca0.2 La1.8 Ni1 O4.1,1
Na1 Pd3 Sn2,1
Ni1 O6 Pt1 Sr3,0
C4 H65 Ce2 N2 Na7 O122 S3 W28,1
C1 Ho5 Si3,0
Al0.952 Ni3 Zr0.048,1
Ag50.94 Tb14,1
