formula,target
Ir1 Mg2.73,1
 Al0.038 Ca0.539 Cr0.178 Mg0.524 Na0.461 O6 Si1.985 V0.275,1
Ag7 Ga73 Na36,1
Ga1.8 O3 W0.1,1
Fe0.338 Mg9.292 O14 Si2.134,1
Li0.22 O1 Zn0.89,1
Be12 Nb1,0
B1 Co1.76 V0.24,1
Ca0.15 La0.75 Mn1 O3 Sr0.1,1
Ca1 Co1 Nd1 O4.12,1
Ag2 Fe1 O12 V3 Zn2,1
Cd0.5 Fe2 O4 Zn0.5,1
Al3.91 Re1,1
As2 Li3 Mn1,1
H3 B5 O11 Pb2,0
Ce2 Ni1 Si1,1
Ho1 Mn1 Si1,0
Eu0.5 O2 Pa0.5,1
Ba1 O10 Si3 Sm0.44 Y1.56,1
Ba2 Bi1.667 Ca0.333 O5.833,1
Ba1.07 O16 Ti8,1
Al43 Cr4 Y6,0
Al8 Ca1 Mn4,0
Al1 Ba1 F5,1
Co8.7 Ga4.3 Nd1,0
Fe0.66 Te1,1
Cu0.1875 Mn0.75 O3 W0.0625 Y1,1
Cu2.5 Gd0.5 Se2,1
Al3 Ho0.8 Zr0.2,1
Ga0.18 Mn0.82 O2.868 Sr1,1
Ag1 O3 Ru1,0
Fe0.268 O3 Pb1 W0.132 Zr0.6,1
K4 O4 Sn1,0
H4 F6 Fe1 Mn1 N1,1
P3 Pd1,0
Ni3 Ti0.05 Zr0.95,1
Cs3 I9 Mo2,0
Bi3.55 Mn8 O29.75 Sr12,1
Fe1 O3 Sm0.5 Tm0.5,1
Fe1 Mo1 O6 Sr1.9 Y0.1,1
Al83.149 Mn13.5 Pd14.62 Re1.86 Si9.95,1
Fe1.62 Se2 Tl1,1
O7 Si2 Tl6,1
Al4 Mn13 O28 Sb2 Si2,0
Au2 Er2 In1,0
C6 H6 F9 O9 Tb1,1
Mn2 Mo1 Si1,1
Cr0.4 Fe1.6 Ni1 O4,1
Fe10.92 V1.08 Y1,1
Cd0.4 Ga2.4 Se4,1
Ag7.6 Al12 Na4.4 O48 Si12,1
H2 Al2.88 Ca1.06 Fe0.91 Mg2.93 Na1.94 O24 Si6.24 Ti0.04,1
Ca1 Cu1,0
As2 F24 I3 S14 Sb3,0
Bi2 Br1 Gd1 O4,0
Co2 Cu3 Y1,1
Nd1 Sn1 Zn1,1
Ca5.38 F2 O24 Pb4.62 V6,1
Al3 B4 Ca3 O15 Y1,1
Al0.05 Co0.15 Li0.99 Ni0.81 O2.09,1
Cu2 Sn2 U1,0
Bi0.775 O1.5 Tb0.225,1
Cu12 S13 Sb4,1
Al2 Co0.15 Mg0.85 O4,1
As1.02 F0.08 Fe1.01 O0.92 Sm0.99,1
Al5 Lu3 O12,0
Ho1 O6 V1 W1,0
Ag1 K2 S4 V1,0
Al1.9005 Fe0.1243 Mg0.9628 Mn0.0028 O4 Ti0.0084,1
Hf6 O17 Ta2,1
Cs2 O18 P6 Zn2,1
Dy1 Ni2,0
Ni2 Sn2 Th1,0
Er5 Sn3,0
Ca0.333 La0.616975 Mn1 O3 Tb0.050025,1
F2 La0.9 O0.42 Sr0.1,1
H10 Na2 O12 P2 Zn1,0
Ba2 Cu2.97 O6.89 Tm1,1
Ag1 Mg1 O4 V1,0
C2 Ca1 F6 O6 S2,1
Na8 O18 Si6 Sn1,0
Fe2.88 O4 Y0.12,1
O6 Pt1 Sr3 Zn1,0
B4.06 Na8 Si41.94,1
Br2 Nb1 O8.5 Pb7,1
As4 Eu1 Na5 Ta1,1
Ga9 Ho3 Pt2,0
C1 Ni3 Zn1,0
As3 Ni5 Sr1,0
H1 Li4 N1,1
Ga0.8 La0.8 Mg0.2 O2.55 Sr0.2,1
Bi0.5 K0.5 Mg0.333 Nb0.667 O3,1
Bi0.85 Fe1 O2.925 Sr0.15,1
Cr0.87 Ga1.8 S4,1
Ca1 Ge0.336 O5 Si0.663 Ti1,1
Cu2 Eu1 Ge1 S4,0
Ge6 La8 O27 Y2,1
Nd7 Rh3,1
Br5 Ta1,0
Al1 Ba0.8 F1 O4 Sr2.2,1
Ba1 Ce0.94 O2.84 Y0.06,1
I5 Nb1,0
Os1 Sb1 Te1,0
C12 H2 O12 Rh2 Ru2,1
In1.91 O3.03 Sn0.09,1
Dy1.6 Er0.4 O3,1
C3 Sc2,0
Fe0.67 Ge1.33 Nd1,1
Pb4 S11 Sb4,0
Gd0.2 Ge1 Sm0.8 Ti1,1
K3 N1 O4,0
Cd1 Cu3 Fe4 O12,0
Al1 Co4 Sm1,1
C3 B3 Fe23,1
Cd0.05 Pb0.95 S1,1
Ge0.416 Li3.55 O4 Si0.12 V0.464,1
Ag1.19 Eu2 Ge2.81,1
Gd1.02 Na0.93 O8 W2 Yb0.04,1
Ag0.167 Ga0.167 Ge0.833 S2,1
Ga0.2 Ge1 Na1.8 O4 Zn0.8,1
As3 Ni8.5 O16,1
Ba4 Cu2.37 O9.85 S0.5 Y1,1
Al2 K2 O7 Sb2,0
Bi39 Br47 Pb9,1
Co1 Ge1 Mn2,0
Bi0.9 Fe0.93 Nd0.1 O3 Ti0.07,1
Ag1 F12 Sb2,0
La2 Se5 Zr1,0
H2 K1 Np1 O7 Se1,0
Ag1 O4 Sm1 Ti1,0
Co1 F6 Rb1 Zn1,1
Ga1 Se8 V4,0
Eu1 Sn2 Zn2,0
Cl2 Cu1 O8,1
Ba0.87 Bi1 K0.13 O3,1
Li2 Pd1,0
H8 B15 Fe8 O36,0
Au1 Br4 Cs1,1
Ru1 Si1 Ta1,0
La1 S0.64 Se1.26,1
Cu0.8 Ga0.2,1
H48 Co2 F18 N12 O6 Zr3,1
Ba6 Cl3 Fe5 O34 Si11,1
Ca1 Fe0.5 Nb0.5 O7 Ti1 Zr1,1
Ca0.15 Fe5 O12 Y2.85,1
Fe1 P1,0
Co2 U1 Zn20,0
B2 Fe1 Ir5 Mg2,0
B1 Nd3 O10 Si2,0
B0.75 Ba1 Cu1 La1 O4.5,1
Fe4 Ge7 Zr4,0
Lu1 Se2 Tl1,0
H24 Cd1 Cl6 Ni2 O12,0
Al1 Ca1 O4 Y1,1
H5 B9 Na2 O17,1
H10 F6 N4 Ti1,0
Cu2 Fe1 S4 Sn1,1
Ge3 N4 Sr8,0
Cu1 O5 Se2,0
Ga1 Lu1 Mn2 O5,0
Fe1 O5.86 Ru1 Sr3,1
Ni3 Sn4 U3,0
La1 Ni1 O3.43 Sr1,1
Fe0.01 O1 Zn0.99,1
C3 Ce2 Mo2,0
Ba1 Ge3 Rh1,0
H1.27 Ca1 F1.73 K1,1
C1 Mn5 Si1,0
B2 V1,0
H4 Cu2 O8 S2 Zn1,0
Ce2.001 Cu2.5 Ho0.999 O11 Pb0.5 Sr2,1
H2.88 B0.72 Cl0.28 Na1,1
Cl1 Cu3 La1 O8 Se2,0
Fe1 Nb4 Si1,0
Ir2 Tb1,0
Os2 Si3,0
K1 Mo12 S14,0
Au2 In1 Ti1,0
Ge1 Na1 O4 Yb1,0
La0.97 Mn0.46 Ni4.6,1
H9 Mn1 O12 S2,0
Mn2 Si2 Th1,0
Na1 O3.5 U1,1
S4.98 Se3.02,1
Al11 Eu1 Mg1 O19,1
Ce1 I2 O10 S1,0
Ba2 Ca3 Cu4 O10.5 Tl1,1
Ba1 Pr2 S5 Zn1,0
K2 Sb4 Se8,0
Ce3 Ni0.88 Si3.12,1
Au2 Br6,0
Ca4.893 F1.005 O12 P2.775,1
O3 Sr1 Ti0.1 Zr0.9,1
H24 Cu3 F12 O12 V2,0
H18 Fe2 Mg1 O18 P2,0
Ba4 Nb6 O30 Sm2 Zr4,1
O1 S14 Sm10,0
Cd1 Li0.75 Na0.25 O4 V1,1
Cu2 Gd0.96 Nb1 O8 Sr2,1
B1 Br2 O3 Rb1 Zn2,0
Pd1 Yb1 Zn1,0
B2 Nb0.969,1
B5 Ca0.9 F3 Mg0.1 O7,1
Lu1.81 O5 Si1 Y0.19,1
 Al1.924 Be2.978 Fe0.018 Li0.018 Mg0.06 Na0.091 O18 Si6.001,1
Mn2 Mo3 O12 Rb2,0
Dy2.667 S4,1
C0.51 N0.47 O0.013 U1,1
I4 La1 Sm1,0
Co1 Ir1 V6,1
N5 O1 P3 Sr1,1
F1 Lu1 O10 Rb2 Si4,0
H14 B10 N2 O19,1
C18 Ce18 Cl11,0
Au2 Ca1 F12,0
Al2.998 B4 Co0.002 Eu1 O12,1
Cu1 Nd2 O14 S2 Te2,0
H0.463 F1.537 Mg3 O4.463 Si1,1
Cl6 Cs2 Li1 Sm1,0
Cu1 Ge2 O7 Sr2,0
Cr0.5 N1 V0.5,1
C0.1 Gd1 Ge0.9 Ti1,1
Si6 Sr1,0
Lu0.333 Tb0.667,1
Al2.4 Ba1 Li1.6 Mg0.4 N6 Si1.6,1
F2 Mo1 O2,1
Ca0.3 Mn1 O3 Y0.7,1
La1 O4 P1,0
H2 Cs2 O13 Se4 Zn3,0
Ge13 Rh4 Tb3,0
Al2 B1 La1 Ru2,0
F2 K2 Mn2 O7 P2,0
Al1 Pd5,0
Fe1 N0.0939,1
Fe2 O12 P4,0
Fe10.16 Nd1 Si1.84,1
Al11 O16.96 Pr0.53,1
Ba1 Cu1.96 Sb2,1
C16 H48 I3 Lu1 O8 S8,1
Fe2 Ni3 Th1,1
Bi2.57 Cd1.44 Cs1.41 S6,1
Cr2 O8 Rb2 Sr1,0
O5 P1 Ta1,0
O1 Re2 Zr4,0
In1 Pu1,1
Br5 K1 Sn2,0
Ca0.147 Ce0.153 La0.7 Mn1 O3,1
Mn0.982 O3 Pr0.96,1
Fe10.92 Sm1 Ti1.08,1
Ga1 Mn1 Zr1,1
H4 La0.9 Ni1 O4 Ru1 Sr3.1,1
Al8 K9.8 O72 Si28,1
La3 Si2,1
As4 Hg7 I6 Sn1,0
As1 Os1 Zr1,0
Al2.434 Mg0.349 O4,1
Co6 Mg1 P4,0
Be2 O8 P2 Pb1,0
In1 Pd2 Tb2,0
H6 Cu1 O8 Se2,0
Dy4 Fe1 S7,1
Al3 B4 Cl1 Li4 O12,1
Cu9 In3 Nd2,1
Cu6 Rb2 Se10 Yb4,0
Fe7 Ge24 U9,0
Ag2 Yb3,0
Lu0.92 Sn4.08 Ti6,1
Br2 K0.667 Pt0.333,1
Cd1 O3.94 Rh2,1
B2 Rh2 Sr1,0
Ni3 O24 P6 V4,1
Cu3 Nd1 Pd2,1
As4 Na4 Sr2 Ti1,1
Ca2 Cl3 Ge1 La1 S4,1
H52 Co4 N12 O29 S5,1
Al2 Ca1 Eu0.05 O7 Si1 Sr0.95,1
H2 Fe2 Mo2 O14 Se2,0
Ge2 In1 Yb2,0
Al2.07 B4 Ce1 O10.6,1
Al0.26 As0.12 Cu4.4 Fe2.44 Mo0.06 O24 Ti0.3 V5.82,1
Ag1 B5 Bi2 O11,0
Cd1 Li6 O12 Se4,0
Al0.134 Ca2 Fe1.866 O5,1
Ho1 In1 Zn1,0
P1 Pd1 Pr1,0
Co1 Ni1 Tm3,1
C3 H19.8 Cl9 N9 O0.9 Sb2,1
Mn1 O2 Rb0.27,1
O9.8 Sr4 V3,1
Ba1 Ge1 S3,0
Ni2 P1 Si1,0
K10 O2 Tl6,0
O4 Pr2 Si1 Te1,0
O5 Sc2 V1,0
Nb27.2 O72 Tl8,1
Bi9 Ca9 Mn4,0
As4 Ir1.38 Pt0.74 Rh0.8 Ru1.08 S4,1
Fe1 O8 P2 Rb1 Zn1,1
Li0.578 Nb0.294 O1,1
Cr4 Si7 Zr4,0
 H7.56 Al8.82 Ca19.06 F1.44 Fe1.45 Mg2.71 O76.56 Si18 Ti0.16,1
Li1 O12 P4 Sm1,0
C2 H12 Cr1 N6 O4,0
Ag2 O12 Sr1 V4,0
O1 S1 Zr1,0
Cl2 Fe5 O18 Te6,0
Er1 Na5 O16 W4,0
C8 H43.5 Ge1 N2 Nd1.5 O48 W11,1
C1 H6 N1 O7 V3,0
Ba1 Ca0.875 Mg1 O8 Si2 Sr1.125,1
C14 H24 Cl12 Mn1 N8 Nb6,0
In0.7 Nd0.3 Se2 Tl1,1
Cl6 F18 K2 Pb11,1
Al5 Pt3 Sr1,0
N1 Te1 U1,0
Ba2 Ca1 Cu2 O6.5 Tl1,1
H4 Fe3.56 O9 Si1.44,1
Co1 Dy1 Sn1,0
Na2.11 O36 P9 Sr0.44 Zr6,1
Ge4 La4 O14,0
Al6 Be1 O10,0
Na0.667 O3 Th0.334 Ti1,1
H3 Al8.078 B3 Fe0.922 Na0.889 O31 Si6,1
C6 Cd2 N6 Ru1,0
Mn0.457 Re0.543,1
C1 Ce1 Ru3,0
H3 Cl1 Eu2,0
Ce0.1 O2 Pr0.9,1
Ba0.5 Co1 O2.5 Sr0.5,1
Ba1 Pr2 Se4,1
Ba5 F5 Ga1 Li1 N3,0
Al2 Cu3 Tb1,0
B6 Sm0.99,1
Au2 Eu4 O9,0
Co8.5 Dy2 Fe8.5,1
Al8.36 Mn2 Si1.14,1
Li0.666 Mg0.999 Nb0.0178488 O1.998 Ti0.30636 Zn0.0087912,1
Cr4.14 Te8,1
Al1 Gd1 Mg1 Ni3,1
La0.875 Mn1 O4 Sr1.125,1
Ba0.36 Bi0.55 Fe0.64 O3 Ti0.36,1
Gd3 Ir2,0
Ag2 Se7 Sm4,1
C2 N2 Se1,0
Cu2 Sb3 U3,0
Na3 P1 S1.5 Se2.5,1
Fe11.5 Mo0.5 Tb1,1
Al1.505 Co0.45 Gd1,1
Ba0.25 Fe0.5 Mn0.5 Nd0.75 O3,1
Sn3 Tm5,0
C3 Ce2 Mn22,1
Au0.2 Nd1 Si1.8,1
Al0.1 La0.7 O3 Ti0.9,1
Cd1.4 Cu0.3 In0.3 Se2,1
Na1 O6 Sb1 W1,1
H2 Al1 Co3 K1 O12 Si3,1
H3 Pa1,0
H5 B4 F2 Na1 O8,0
Cl10 P4 Se4 Ta2,0
Al0.06 O7 Sc1.94 Si1.97 Y0.06,1
C0.5 Ba5 O16.5 Re3,1
Fe2 Na4 O12 P3,0
B1 Co7 Mn7 Y2,1
Br3 Ce1,0
Ce0.43 O1.98 U0.55,1
Er7 K3 S12,1
Ca0.95 Ga4.05 Gd2.05 O12 Zr0.95,1
Co15.3 Ge1.7 U2,1
C4 H8 Co1 N2 O6,1
Ag1.27 Bi2.73 Br2.54 S3.46,1
Cu1 In1 La2 Se5,0
C2 H24 Al1 Ce0.54 La0.2 Nd0.26 O24 S2,1
Ba0.994 Ce0.063 O3 Sr0.006 Ti0.937,1
Ag2.79 Bi3.21 Br3.58 S4.43,1
Ba0.2 Cu0.2 La0.8 Mn0.8 O2.64,1
H1 Cl2 K3 O6 Pt1 S2,0
Nd2 Te4 U1,1
Fe1 Se0.4 Te0.6,1
Bi0.4 O7 Ru2 Y1.6,1
Ga5 Nd4 Rh9,0
La0.667 O8 Sr2 V2,1
La2.8 Li6.6 Mg0.2 Nb0.6 O12 Zr1.4,1
H7 Ho1 O10 P2,1
O2 Pr2 Te1,0
La3 Tl1,0
Cd0.5 O12 P3 Zr2,0
La4.44 Li2.66 O24 Ti8,1
Mn1 Pd2,0
Cu1 Ni3 Si1 Sm1,1
Ba2 Mn2 O9 Si2,0
H8 Ga2 Mn1 N1 O14 P3,0
Al1 Nd1 Pt4,1
Cr0.94 Cu1 Fe0.06 O2,1
Al8 Fe4 Nd1,0
Ba2 Cu3 Er1 O7.03,1
Ba0.3 Co0.3 Fe0.7 O3 Pr0.7,1
H12 Cu1 F4 N2 O2,0
Ag2 Fe1 Mn2 O12 P3,1
Al2.352 Mg0.471 O4,1
C3 B2 Tb2,0
Co2 Gd3 Ge3,0
Gd1 O9 P3,0
As0.4 Se0.6 Sm1,1
Li0.29 Si0.88 Zr1.83,1
Mg1.316 O4 V1.684,1
C2 H12 F6 Fe1 O12 S2,0
H31 B5 N3 Y1,0
Ce5 Ge1.8 Si1.2,1
Cl4 Li1.7 Mg1.15,1
Ho1 O6 Sr2 Ta1,0
Al8.4 Ce1 Pd4.6,1
H4 Mn5 O12 V2,0
Co0.9 Cr0.1 La1 O3,1
La2 O2 S1,0
Fe0.01 Mn1 Nb0.3 O8 Sn0.47 Ta2.12,1
Ce0.5 La0.5 Mo6 S8,1
K1 O12 P3 Zn4,0
Cr1.74 Fe0.26 Zr1,1
Al3.5 Co13.5 Sm2,1
Ni1.86 Sn1 Ti1,1
I3 Rb1 Ti1,0
Ba0.73 Bi0.63 Er0.39 K0.25 O3,1
Br12 Te1 Zr2,0
Al1.02 Dy0.01 Na0.99 O4 Si0.98,1
Al0.19 Ga0.05 La2.88 Li5.55 O12 Zr2,1
Ce1 Cu0.8 In1.2,1
Co1 Fe1 La1 O5.58 Sr1,1
Ge0.05 O2 Ta0.3335 Ti0.45 Zn0.1665,1
K1 O3 P1,0
Cl1 Er1 O4 W1,0
Fe2 S2 Tl1,0
Ba1 Bi2 Nb2 O12 Sr1 Ti1,1
Ba1 Ca0.25 Cu2.8 O7.8 P0.2 Sr1 Y0.75,1
Bi2 Ni2 Pr1,0
Ge0.7 Sb0.2 Te1,1
Cs1 Ge1 In1 Se6 Sn1,1
Cu2 Ni1 Sn1,0
Ce0.78 Cu8.8 In3.84,1
Ba0.45 O3 Sr0.55 Ti1,1
Co0.19 Mn0.93 Ni0.63 O4,1
Au0.62 Pd0.74 Sn1,1
Bi2 Fe1 Ti4,0
C8 H24 Cl4 N2 Pd1,0
Ge1 Nd1 Sc1,0
C0.33 H1.78 Ca9.52 Mg0.05 Na0.214 O25.45 P5.67,1
C4 H3 F12 Na1 O12 S4,0
Cl6 Hf1 Se4,0
Ca1 N1.85 O0.22 Si1,1
Al3 Lu1 Ni2,0
In3 Mg1,0
Cl2 Hg3 Se2,0
Pt1 Pu1,0
As2 Eu1 Mn0.54 Zn1.46,1
Fe4 Na7 O32 P9,1
Ga1 In1 Se2,1
Cd2 O14 Pb2 V4,0
Au0.5 Nb1.5,1
Li3.25 P0.75 S4 Si0.25,1
Ce0.49 Co2.26 Fe1.74 Sb11.78,1
Pd2 Pr1 Si1,0
Co0.5 Ni0.5 P1 S3,1
Ca0.51 Mn0.49 O3 Si1,1
Ba2 Li3 Mo8 O32 Y3,1
H1 Na2.57 O18 P4 V4,1
Al1.964 Fe0.617 Mg0.42 O4,1
K0.667 Li0.333 O8 P1 Ta2,1
C20 Br2 In2 O20 Re4,0
Al23 N5 O27,1
B3 Ir2.25 Ru2.75 Ti2,1
H2 O6.85 P2 Zr1,1
Rb1 S2 Sc1,0
Al2.75 Er0.25 Gd0.75,1
Ba2 Cu3 F2 O7 Pb1 Y1,1
Al6 Br2 Na8 O24 Si6,0
Al9.83 Ce2 Mn7.17,1
Cu1.15 Mn1.85 O4,1
Cd7 Th6,0
H13 Mg1 O9 P1,0
H10 Al5 Fe0.65 Mg0.33 Mn0.02 Na1 O24 P4,1
Ba12 Cl5 F19,0
H2 Fe1 K1 O6 P2,0
Ba2 Ge2 O1 S6 Zn1,0
La1.76 Ni1 O4 Sr0.24,1
O9 P3 Tl1 Zn1,0
Hf1 Mo6 O24 Tl8,0
Cu0.703 Ga0.046 Zn0.251,1
Ni6.87 Rh5 S16,1
I1 O1 Pr1,0
La1.24 Mn1.82 O7 Ru0.18 Sr1.76,1
H5 Cs1 F4 I2 O6,0
Hg1 O7 P2 Pd1,0
As18 Ca8.75 Fe10 Na1.25 Pt3.612,1
Tb13 Zn58,0
Cu3 I3 P12,0
Co2 Si2 Yb1,0
C4 H7 O11 Y1,0
Cu1 Lu2 O6 Ti1,1
As2 Ti1,0
Ca0.31 Cu1 O6 Re0.69 Sr2,1
Ba1 Dy2 Mn1 O5,0
C8 H18 Gd2 O25 Sr1,0
C4 H20 Al2 B2,0
Al1 Cu4,0
As6 Na10 Sn2,0
Cs2 Si2 Te6,0
Cr1 Cs2 N5 O15,0
Al0.6 Nb0.42 Nd0.15 O3 Sr0.83,1
B1.29 Cs0.85 O5.77 Si1.71,1
As2 Fe2 Na0.42 Sr0.58,1
Ca1.25 O7 Sm0.5 Ta1 Ti1.25,1
Ca9.43 F1.8 O24.1 Pb0.57 V6,1
Mo6 Se8 Sn1,0
H2 Ca1 O8 S2,0
Fe0.216 Mg1.784 O4 Si1,1
Al0.4 Ce1 Fe1.6,1
Ba2 Cu1 O6.086 Tl1.888,1
Mo2.5 Si3 V2.5,1
K3 O21 Ta7 Zr1,1
Gd1 Ge1 Mn0.8 Ti0.2,1
Ca0.5 Cu2 La1.9 O6.063 Sr0.6,1
Ni17 Sm2,0
O6.9 Tb2.2 Ti1.8,1
Co19 P12 Sc5,1
Fe0.5 Ho1 O3 V0.5,1
Cu1 F4 Tl2,1
Cu1 Nd1 Sn1,0
Fe25 La2 P12,0
Co2.7 Fe0.3 S2 Sn2,1
Cr0.1 Fe1.9 O5 Sr2,1
Ho2 Si4 Ti3,0
Fe0.9 Mn0.23 Nb0.66 O8 Sn0.4 Ta1.49 Ti0.32,1
H2 Mg0.9 Mn8.12 O18 Si4,1
Dy2 Fe14 Si2,1
Co2.67 Fe3.12 Pr0.27 Sm0.2 Ti0.135,1
H3 B1 Fe14 Tb2,1
Ca0.7 Co1.35 O9 Rh1.65 Sr3.3,1
Ag0.5 Sn0.5 Te1,1
Ca1 Hf1 La2 O6,0
Al3 Hf5 N1,0
Na3.02 O7 Si2 Y0.98,1
In21 Pd10 Sm4,0
Hg2 Na1,0
Li5 Mn5 Na3 O9,1
Ce0.625 Gd0.375 O1.8125,1
Ba1 O3 Sn0.97 Ta0.03,1
Co3.5 Cu1.5 Y1,1
F7 Sn1 Y1,0
Br2 Co5 O12 Te4,0
Al0.25 Si0.75 V3,1
Er6 Fe23,0
H10 Cl2 O9 Zn5,1
Ca0.054 Mg1.946 O6 Si2,1
Gd0.7 La0.3,1
Ca0.7 Mn1 Nd0.1 O3 Sr0.2,1
H6 Al1 F3 O3,1
Fe0.6 In0.4 S0.8 Se1.2 Tl1,1
Al0.276 Fe1 Ga2.724,1
Ce5 In19 Pd2,0
Ni1 O7 P2 Sr1,0
Cd3 Gd1,0
As2 Ba2 Ge1,0
C1 Er3 Tl1,0
Ba2 Bi1 Eu1 O6,0
Ca1 Zn13,0
Ca0.9 La0.1 O3 Ti1,1
Eu1 Ge1 Ni1,0
Ce4 Co1 S7,0
I2 Mo1,0
Al0.44 Ge1.56 Li1.45 O12 P3,1
H3 F5 N1 P1,0
Eu3 Ga1 O6,0
Ho2 O7 Pb2,1
Ba3 Mn1 O8 Si2,0
Ba1 Bi0.75 O3 Pb0.25,1
C1 Si3 Yb5,0
Fe2.16 Ti0.84,1
Ga6 Nd1,0
Ni1 O6 U2,0
Ge1 In1 S4 Tl1,1
Co1 Cs1 F4 O2 Ta1,1
C4.97 Gd3 Ru1.862,1
Eu2 Ge1 Se4,0
Cr0.6 Fe0.4 Sb2,1
B2 Mg1 O7 U1,0
B6 Co12 Sm1,0
La2 Mn1 O6 Zr1,1
Al0.034 In0.96 Sr1,1
Ge2 K6 Se6,0
Bi0.94 Cu1 O1 Pb0.06 Te1,1
Cl1 Cu1 Er1 O6 Te2,0
Ce1 Co1.5 Ge4 Mn0.5 O12,1
Mn1 S0.5 Se0.5,1
 H3.24 Al6.29 B3 Fe0.63 K0.02 Mg2.06 Na0.83 O31 Si6 Ti0.02,1
Au2.47 Ge43.53 Rb7.88,1
Co1 F6 Sn1,0
Ba3 Cu13.43 Te12,1
C1 Ge3 Ho5,0
Mg1.7 Mn0.3 Si1,1
Ce0.2 Rh1 Y0.8,1
Fe3 O3 S2 Sr2,0
Ag10.52 Mg2.48 Nd4,1
Ce0.15 Fe1 Mo1 O6 Sr1.85,1
Ho2 O7 Sn2,0
La1 Li1 O12 P4,0
Cu0.5 In1.5 Sm1,1
H10 Al0.02 Ca0.08 Fe0.92 Mn1.2 Na1.78 O14 P2,1
C4 H7 Co1 O16 Si8,0
 Ca5.09 F3 Fe0.15 Mg0.05 Mn0.29 Na1.3 Nb0.05 O15 Si4 Sm0.05 Ti0.12 Zr0.9,1
P1 S6 Ta1,0
Cu0.64 Mn1.55 Zr0.79,1
Ca1 Mo6 S8,0
Al6.142 Ga9.18 Si30.678 Sr8,1
La0.1 O3.96 Pb0.88 W1,1
H2 O10 P2 Ti2,0
H1.7 Ga1 Ni1 U1,1
Al4 La17 N33 Si9,0
Ga2 K6 S6,0
B6 Cu9 O22 Ti2,0
Na2.63 O12 P3 Sc2,1
Bi3 Cu1 Pr5,0
Ca4 F2 O7 Si2,0
C2 H16 Ho1 N1 O12 S2,0
Ca0.21 Cu2 Lu0.79 O7 Sr2 Tl0.97,1
Cr0.2 La0.75 Mn0.8 O3 Sr0.25,1
F3 Na1 Ni1,1
Se1 Sn1,1
Bi1 La2 O1.4,1
H20 Ca1 Na2 Ni2 O24 P4,0
Mn0.797 Re0.203,1
H6 K2 O10 S0.63 Se0.37 Te1,1
Cu2 Eu1 Ge0.5 Si1.5,1
B3 Ge2 Ni8,0
Pt3 Pu5,0
Ca1.01 Nd2.99 O4 Sb1,1
C1 Bi1.5 Cu2 O11 Pb0.5 Sr3.5,1
Al0.93 Ca1 Cr0.07 O4 Y1,1
Rb1 Sb5 V3,0
Ce1 Cu3.01 O10.056 Pb2.02 Pr1 Sr2.02,1
Ce1 In1.33 Mn0.67,1
Cd0.75 Hg0.25,1
C1 N2 O4 Si1 Y2,1
Cr1 F5 Rb2,0
C12 H32 Cl6 N2 Re1,0
Ge2 Rb4 Se6,0
Se0.7 Te0.3 Zn1,1
Ca9.72 Cl1.04 F0.4 O24 S3 Si3,1
Ge23 Rb3.75 Tl0.25,1
Ca0.33 Fe0.05 La0.67 Mn0.95 O3,1
Fe3 Gd2 Si5,0
Ca4.45 F1.36 O24.32 Pb5.55 V6,1
La2 Na2 O9.9 Ru1 Ti2,1
C2.5 Mn17 Y2,1
Ga1 I4 K1,0
Ca0.165 Cr0.5 Fe0.5 La0.835 O2.42,1
Ce3 Sc1,1
Al2 Cl8 Hg3,0
Fe1.25 Ni0.75 O5.587 Pr0.2 Sr2.8,1
Fe0.181 Mg1.819 O4 Si1,1
Al10 Ca1 Mg1 O17,1
O4 Ru0.67 Sr2 Zn0.33,1
B41.2 Si1.42 Y1,1
As2.86 Ca8.18 Ce3.82 Mn4 O52 Si13.14,1
Br5 K2 N1 O1 Ru1,0
F7 Mn1 Rb1 Zr1,0
H12 N4 O10 P4,0
Ca3.1 Cu0.9 O6 Ru1,1
Al0.419 Ba2 Cu2.581 Eu1 O6.729,1
C1 Fe10.5 Mn3.5 Sm2,1
Cl3 Mo1 N1,0
C3 Cs2 O9 Sr2,0
Cu2 In1,0
In0.1 Mo15 S19,1
Ga3 Ho1 Mn0.077,1
H12 Ca3 Ge1 O17 S2,0
Ce2 Ni2 Zn1,0
C2 Ba1 Ce1 F1 O6,0
Ho1 O8 Rb3 V2,0
Bi2.42 Gd5 Si1.58,1
Ba1 Ce2 Mn1 S5,0
Ge8 Ho4 Rh1,1
Al4 Ba6 Dy2 O15,1
Al1.99 Ca3.006 Fe0.012 O12 Si3,1
Eu2 Mo5 O18,0
C1 Pb1 Pr3,0
K0.945 Nb0.049 O5 P1 Ti0.951,1
As2 Ba1 Cu1 O7,0
Fe1 Ge2 Li0.21 Na0.79 O6,1
H8 F1 N2 O3 P1,0
Gd7 Ir16.9 P12,1
Co0.5 Fe0.5 La1 O4 Sr1,1
Ce0.21 La0.79 Nb1 O3.872,1
H0.984 Al1 F2 Fe0.236 K1 Mg2.764 O10 Si3,1
Ge5 Ti6,0
Br0.5 Cl1.5 Hg3 S2,1
C4 H9 N1 O4,0
Cu0.8 Sc2 Si0.2,1
Nb3 Pb1,0
Na1 O3 Os1,0
Fe0.92 O2.7 Si0.08 Sr1,1
C22 Cl14 La22,0
Al0.05 Cr1.11 O9 Ti3 V0.84,1
